transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,profit,product_first_sold_date,gender,past_3_years_bike_related_purchases,age_clean,job title,industry
11046,14,956,2017-07-10,false,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,152.55,2013-03-12,Male,19,64,Nuclear Power Engineer,Manufacturing
11047,40,192,2017-10-12,false,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,583.27,2006-10-01,Female,2,46,Junior Executive,Health
11048,80,948,2017-03-01,true,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,139.23,2015-08-02,Male,19,55,Recruiting Manager,
11049,54,2222,2017-10-18,true,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1279.4,2009-04-12,Female,20,50,Professor,Financial Services
11050,74,2307,2017-03-02,false,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,812.44,2001-11-25,Female,57,47,Desktop Support Technician,Retail
11051,39,1606,2017-01-13,false,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1230.27,1999-12-04,Female,93,44,Environmental Specialist,
11052,6,127,2017-09-11,true,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,91.15,2003-02-07,Female,81,50,Compensation Analyst,Financial Services
11053,97,3152,2017-09-04,true,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,75.14,2004-08-17,Female,6,26,Teacher,Financial Services
11054,33,1529,2017-09-17,true,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,199.1,1997-01-25,Female,0,38,Media Manager III,Financial Services
11055,93,614,2017-07-02,false,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,834.94,2002-10-10,Female,45,29,NULL,Manufacturing
11056,0,958,2017-04-11,true,Approved,WeareA2B,Standard,medium,small,175.89,131.92,43.97,2003-02-16,Male,15,61,Biostatistician IV,Health
11057,3,1436,2017-07-03,false,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1702.55,1995-10-24,Male,40,25,General Manager,
11058,39,452,2017-04-16,true,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1230.27,2011-05-09,Female,22,65,Account Coordinator,Property
11059,58,1665,2017-03-16,false,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,771.12,2015-10-18,Male,48,47,Quality Engineer,Telecommunications
11060,80,3188,2017-05-01,true,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,139.23,1997-01-25,Male,94,26,Actuary,Financial Services
11061,27,2633,2017-10-10,false,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,110.81,2003-03-18,Female,47,56,NULL,Property
11062,97,3095,2017-07-02,true,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,75.14,2005-12-07,Male,14,26,Staff Accountant IV,Retail
11063,56,1029,2017-02-21,true,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,45.96,1997-10-04,Male,71,28,VP Sales,
11064,82,2240,2017-11-29,true,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,709.34,1993-05-26,Male,4,55,Automation Specialist III,Manufacturing
11065,1,2950,2017-10-16,false,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,448.68,2003-02-07,Male,19,70,Software Engineer I,Financial Services
11066,6,1456,2017-05-21,false,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,91.15,2004-09-28,Male,97,60,Health Coach II,Property
11067,94,3103,2017-09-16,false,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,641.64,2013-06-09,Female,5,71,Safety Technician II,Retail
11068,74,1008,2017-10-30,false,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,827.16,2000-05-22,Female,47,49,Teacher,
11069,20,3270,2017-05-08,false,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,195.34,1993-07-15,Male,47,68,Administrative Officer,Financial Services
11070,35,1690,2017-07-02,false,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,903.11,2008-03-19,Male,6,36,Food Chemist,Health
11071,0,1729,2017-11-02,true,Approved,Solex,Standard,medium,large,202.62,151.96,50.66,2016-03-29,Female,37,37,Mechanical Systems Engineer,Argiculture
11072,86,3305,2017-06-02,true,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,110.56,1998-12-16,Male,25,48,Senior Developer,Health
11073,49,633,2017-04-16,true,Approved,Solex,Standard,medium,large,1061.56,733.58,327.98,1993-07-20,Male,51,39,Nurse,
11074,66,3150,2017-04-16,true,Approved,Giant Bicycles,Road,low,small,590.26,525.33,64.93,2010-11-05,Female,66,33,Sales Associate,Financial Services
11075,15,2055,2017-11-10,true,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1279.4,2009-04-12,Male,46,44,Administrative Assistant III,Retail
11076,82,2375,2017-02-22,true,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,459.46,2015-08-10,Female,21,38,Sales Representative,Retail
11077,45,3083,2017-02-08,true,Approved,Solex,Standard,medium,medium,441.49,84.99,356.5,2003-02-16,Male,44,53,NULL,
11078,4,3039,2017-05-13,true,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,451.65,2005-08-09,Female,52,56,NULL,Financial Services
11079,1,3473,2017-08-04,false,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,448.68,1997-08-25,Unknown,34,47,Analog Circuit Design manager,IT
11080,50,1603,2017-01-09,true,Approved,WeareA2B,Standard,medium,small,175.89,131.92,43.97,1997-02-09,Male,89,36,Quality Engineer,Manufacturing
11081,3,545,2017-01-18,true,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1702.55,2006-11-10,Female,43,47,Project Manager,Health
11082,4,1452,2017-01-05,false,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,451.65,2005-08-09,Male,99,69,Safety Technician III,Retail
11083,34,2742,2017-04-20,false,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1069.55,2013-03-12,Male,50,46,Actuary,Financial Services
11084,55,389,2017-02-28,false,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1295.43,1993-06-23,Female,97,50,Help Desk Operator,Entertainment
11085,61,2981,2017-08-01,true,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,64.51,1997-08-25,Male,26,45,Sales Representative,Retail
11086,55,1676,2017-03-21,true,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1295.43,2011-04-16,Male,63,50,Information Systems Manager,Health
11087,34,2679,2017-06-06,true,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1069.55,2004-08-17,Male,5,35,Director of Sales,Financial Services
11088,46,401,2017-12-01,false,Approved,Solex,Standard,low,medium,1289.85,74.51,1215.34,2007-12-11,Female,56,38,Assistant Professor,Retail
11089,24,2014,2017-04-21,false,Approved,Solex,Road,medium,large,1777.8,820.78,957.02,2002-03-22,Female,49,35,Associate Professor,Manufacturing
11090,61,653,2017-11-23,true,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,14.23,1993-06-23,Male,68,57,Graphic Designer,Financial Services
11091,93,957,2017-11-22,false,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,834.94,2016-03-29,Female,80,30,Automation Specialist I,Manufacturing
11092,19,1686,2017-01-31,true,Approved,OHM Cycles,Road,high,large,12.01,7.21,4.8,2009-03-08,Male,95,45,Account Representative IV,Argiculture
11093,68,1412,2017-08-31,false,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1592.19,2002-08-31,Female,20,33,Tax Accountant,
11094,33,1171,2017-05-04,true,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,144.26,2014-07-28,Female,32,53,Human Resources Manager,
11095,32,2940,2017-03-30,true,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,431.33,2006-02-02,Male,83,54,Business Systems Development Analyst,
11096,5,2092,2017-12-14,false,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,451.65,2005-08-09,Male,14,47,Safety Technician IV,Manufacturing
11097,40,449,2017-02-09,true,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1295.43,1998-12-17,Female,74,50,VP Product Management,Manufacturing
11098,46,331,2017-03-18,true,Approved,Solex,Standard,low,medium,1289.85,74.51,1215.34,2012-06-04,Male,87,26,Desktop Support Technician,Health
11099,26,2536,2017-11-18,false,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1230.3,2006-11-10,Female,71,61,Associate Professor,Health
11100,29,2466,2017-11-30,false,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,834.94,2000-11-03,Male,62,44,Software Test Engineer IV,Entertainment
11101,57,1101,2017-07-04,true,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1630.25,1991-01-21,Female,76,56,Senior Editor,
11102,31,3217,2017-09-15,false,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,57.73,2006-11-10,Female,95,57,Physical Therapy Assistant,Manufacturing
11103,17,48,2017-08-03,true,Approved,Solex,Standard,high,medium,1024.66,614.8,409.86,1993-10-02,Female,46,49,Biostatistician II,
11104,53,3066,2017-06-22,false,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,693.76,1997-10-04,Female,29,30,Paralegal,Financial Services
11105,26,28,2017-04-20,true,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1230.3,1992-10-11,Male,5,51,Senior Quality Engineer,Health
11106,48,628,2017-05-11,true,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,812.44,2014-07-28,Female,14,43,Actuary,Financial Services
11107,90,1374,2017-01-21,false,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,72.6,2005-05-10,Male,76,49,NULL,Manufacturing
11108,41,1872,2017-12-27,unknown,Approved,Solex,Road,medium,medium,416.98,312.74,104.24,1993-04-12,Male,75,52,Help Desk Technician,Manufacturing
11109,91,2786,2017-12-27,true,Approved,Solex,Standard,medium,medium,100.35,75.26,25.09,1999-07-26,Male,94,57,Accountant III,Health
11110,30,1010,2017-04-30,true,Approved,Solex,Standard,high,medium,748.17,448.9,299.27,1991-11-10,Male,24,62,Nurse,Financial Services
11111,95,2554,2017-01-16,true,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,139.23,1997-01-25,Female,76,42,Software Engineer III,
11112,57,1969,2017-07-04,true,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1630.25,2015-06-17,Male,54,64,Teacher,IT
11113,0,2728,2017-12-09,false,Approved,OHM Cycles,Road,high,large,12.01,7.21,4.8,2009-03-08,Female,55,66,Physical Therapy Assistant,IT
11114,87,3322,2017-01-21,false,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,471.6,1999-07-26,Unknown,24,47,Financial Analyst,Financial Services
11115,14,2283,2017-01-30,true,Approved,Solex,Standard,high,large,1842.92,1105.75,737.17,1995-10-24,Male,44,71,Software Consultant,
11117,30,1842,2017-03-17,false,Approved,Solex,Standard,high,medium,748.17,448.9,299.27,1991-11-10,Male,89,48,Accountant IV,Financial Services
11118,68,425,2017-01-12,false,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1592.19,2010-08-20,Female,60,71,Sales Representative,Retail
11119,80,1564,2017-10-29,false,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,139.23,1997-01-25,Female,42,61,Geologist III,Retail
11120,30,769,2017-02-11,true,Approved,Solex,Standard,high,medium,748.17,448.9,299.27,2015-04-11,Male,65,63,Analog Circuit Design manager,IT
11121,25,248,2017-08-14,false,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,709.34,2016-11-22,Female,76,47,Clinical Specialist,Health
11122,64,1491,2017-05-13,false,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,872.89,2012-05-18,Female,96,27,Senior Sales Associate,Health
11123,73,3108,2017-03-19,true,Approved,Solex,Standard,medium,medium,1945.43,333.18,1612.25,2002-08-31,Male,94,57,Accounting Assistant III,Entertainment
11124,94,2181,2017-10-04,true,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,641.64,2004-01-16,Male,99,50,Account Executive,IT
11125,87,3049,2017-10-23,true,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1592.19,2006-05-22,Male,72,57,NULL,Property
11126,32,1840,2017-05-24,true,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,471.6,1998-12-16,Male,22,47,Staff Scientist,Argiculture
11127,27,2836,2017-11-10,true,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,110.81,1999-06-23,Female,80,61,Clinical Specialist,Health
11128,81,2358,2017-11-09,true,Approved,Solex,Standard,medium,medium,1151.96,649.49,502.47,1993-04-12,Male,26,66,Senior Sales Associate,Retail
11129,87,3030,2017-08-22,true,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,471.6,1997-08-25,Female,68,27,Technical Writer,Manufacturing
11130,66,744,2017-12-07,true,Approved,Giant Bicycles,Road,low,small,590.26,525.33,64.93,2010-11-05,Male,54,47,Graphic Designer,Manufacturing
11131,61,3319,2017-03-02,false,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,14.23,1992-10-02,Female,67,59,NULL,Financial Services
11132,39,782,2017-09-19,true,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1230.27,2010-06-07,Female,30,48,Geological Engineer,Manufacturing
11133,40,2884,2017-12-10,true,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,583.27,2006-02-02,Female,99,63,Assistant Professor,
11134,61,1108,2017-12-18,false,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,14.23,2015-06-17,Female,86,63,Dental Hygienist,Health
11135,67,1359,2017-12-18,true,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,167.21,2005-10-22,Female,54,32,Help Desk Technician,Retail
11136,0,982,2017-03-08,false,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,72.6,2000-11-03,Male,14,65,Geologist III,Health
11137,30,3404,2017-02-20,true,Cancelled,Solex,Standard,high,medium,748.17,448.9,299.27,1991-11-10,Female,2,51,GIS Technical Architect,Property
11138,78,2256,2017-07-14,true,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1055.82,2003-01-05,Female,28,47,Marketing Manager,Retail
11139,98,1477,2017-04-26,true,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,143.36,1994-08-10,Unknown,42,47,Actuary,Financial Services
11140,83,2752,2017-10-02,true,Approved,Solex,Touring,medium,large,2083.94,675.03,1408.91,2005-05-10,Female,11,65,Sales Representative,Retail
11141,85,1621,2017-05-22,true,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,547.28,2015-08-02,Female,10,50,Social Worker,Health
11142,15,1358,2017-05-15,false,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1279.4,2009-04-12,Male,8,31,Dental Hygienist,Health
11143,25,316,2017-12-19,false,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,709.34,1991-08-05,Female,72,49,Environmental Specialist,Manufacturing
11144,58,2694,2017-08-18,false,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,771.12,2015-10-18,Female,48,39,Quality Engineer,Retail
11145,19,80,2017-04-06,true,Approved,OHM Cycles,Road,high,large,12.01,7.21,4.8,2009-03-08,Male,11,47,Data Coordiator,Entertainment
11146,92,3139,2017-11-15,true,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1630.25,2012-05-18,Male,65,52,Paralegal,Financial Services
11147,33,2379,2017-11-09,true,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,144.26,2006-02-02,Female,85,44,Occupational Therapist,Health
11148,62,3349,2017-04-19,false,Approved,Solex,Standard,medium,medium,478.16,298.72,179.44,1993-06-23,Male,11,44,Director of Sales,Argiculture
11149,45,3460,2017-10-11,true,Approved,Solex,Standard,medium,medium,441.49,84.99,356.5,1993-04-12,Male,22,25,Actuary,Financial Services
11150,44,2880,2017-12-04,true,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1660.88,2011-05-09,Male,43,57,Legal Assistant,Health
11151,78,293,2017-12-20,true,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1055.82,2004-12-18,Male,80,35,Administrative Assistant III,Manufacturing
11152,63,2557,2017-11-11,true,Approved,Solex,Standard,medium,medium,1483.2,99.59,1383.61,1998-12-17,Female,37,46,NULL,
11153,90,3375,2017-12-09,false,Approved,Solex,Standard,low,medium,945.04,507.58,437.46,1999-07-20,Male,37,32,Accounting Assistant I,Financial Services
11154,36,1180,2017-08-29,false,Approved,Solex,Standard,low,medium,945.04,507.58,437.46,1995-12-19,Female,48,49,Account Representative I,Financial Services
11155,82,3137,2017-01-15,false,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,459.46,2015-08-10,Female,48,32,Web Designer III,
11156,63,1311,2017-11-23,unknown,Approved,Solex,Standard,medium,medium,1483.2,99.59,1383.61,2010-11-05,Female,89,40,VP Accounting,Financial Services
11157,38,1357,2017-03-03,true,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1702.55,2012-09-15,Male,69,32,Research Nurse,Health
11158,50,1021,2017-04-21,false,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,431.33,2002-03-22,Male,16,47,Mechanical Systems Engineer,Retail
11159,67,3039,2017-01-23,false,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,167.21,2005-10-22,Female,52,56,NULL,Financial Services
11160,51,987,2017-08-01,true,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,802.26,1997-02-09,Male,89,50,Senior Cost Accountant,Financial Services
11161,95,612,2017-04-01,unknown,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,41.13,2003-09-10,Male,50,63,GIS Technical Architect,Health
11162,42,2988,2017-08-05,false,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,199.1,2011-05-09,Female,20,27,Administrative Officer,
11163,40,219,2017-10-29,true,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,583.27,2006-02-02,Male,9,60,Database Administrator III,Health
11164,92,2240,2017-10-21,true,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1630.25,1998-12-17,Male,4,55,Automation Specialist III,Manufacturing
11165,37,2071,2017-07-22,false,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1544.61,1999-07-20,Female,69,47,NULL,
11166,0,3124,2017-03-30,false,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,198.29,2006-05-22,Female,73,44,Account Executive,Retail
11167,61,2859,2017-12-11,true,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,64.51,1991-07-10,Female,98,31,Assistant Professor,Argiculture
11168,12,3310,2017-03-24,true,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1069.55,2013-03-12,Female,83,63,VP Marketing,Property
11169,88,144,2017-11-02,true,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,817.36,1998-12-16,Unknown,71,47,Environmental Tech,IT
11170,7,2699,2017-10-31,true,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,745.94,2016-07-09,Male,93,47,Account Representative IV,Manufacturing
11171,5,1984,2017-04-28,true,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,114.93,1998-12-16,Male,70,26,Information Systems Manager,Health
11172,88,2582,2017-10-16,true,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,817.36,1998-12-16,Male,98,47,Director of Sales,Health
11173,0,907,2017-03-28,false,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,45.96,2015-06-17,Male,51,46,Sales Associate,Property
11174,90,3001,2017-09-17,true,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,72.6,2005-05-10,Male,48,47,Engineer IV,Argiculture
11175,43,3201,2017-10-11,false,Approved,Solex,Standard,medium,medium,1151.96,649.49,502.47,2003-02-16,Male,61,25,Assistant Professor,Financial Services
11176,62,3419,2017-10-03,true,Approved,Solex,Standard,medium,medium,478.16,298.72,179.44,2003-02-07,Female,13,52,Information Systems Manager,
11177,81,929,2017-05-26,true,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,64.51,1997-08-25,Male,0,59,Database Administrator III,Financial Services
11178,29,1151,2017-07-07,true,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,834.94,2004-01-16,Female,27,60,VP Product Management,Argiculture
11179,28,2120,2017-12-28,true,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,133.78,1991-08-05,Male,80,28,Web Designer III,Manufacturing
11180,11,2763,2017-12-11,false,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,509.97,1996-11-09,Female,30,46,Actuary,Financial Services
11181,84,844,2017-02-01,false,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,198.22,1992-10-02,Male,13,47,Nurse Practicioner,Financial Services
11182,24,1857,2017-09-04,true,Approved,Solex,Road,medium,large,1777.8,820.78,957.02,2015-05-21,Male,57,56,Marketing Manager,Manufacturing
11183,59,1357,2017-10-07,true,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,155.65,2003-01-05,Male,69,32,Research Nurse,Health
11184,39,2037,2017-09-23,false,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1230.27,2010-06-07,Male,19,36,VP Marketing,IT
11185,4,658,2017-01-06,false,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,451.65,1991-11-07,Male,38,81,Tax Accountant,Manufacturing
11186,60,2609,2017-02-27,true,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,217.51,2010-11-05,Female,17,60,Compensation Analyst,Financial Services
11187,82,377,2017-10-27,false,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,459.46,2015-08-10,Male,65,26,Staff Scientist,Argiculture
11188,80,3372,2017-10-17,true,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,872.89,2012-05-18,Male,62,70,NULL,Telecommunications
11189,61,1899,2017-03-10,false,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,14.23,1998-12-17,Male,29,27,NULL,Retail
11190,33,1502,2017-10-25,false,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,144.26,1992-10-11,Female,52,35,Design Engineer,Financial Services
11191,59,1436,2017-02-08,false,Approved,Solex,Standard,medium,large,1061.56,733.58,327.98,1993-10-02,Male,40,25,General Manager,
11192,70,1755,2017-06-01,true,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,198.29,2015-04-11,Female,38,38,Tax Accountant,Property
11193,79,1616,2017-04-26,false,Approved,Solex,Touring,medium,large,2083.94,675.03,1408.91,1991-08-05,Male,75,69,Media Manager II,Retail
11194,2,955,2017-03-15,false,Approved,Solex,Standard,medium,medium,71.49,53.62,17.87,2012-12-02,Female,78,35,Research Nurse,Health
11195,0,2006,2017-01-31,true,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,110.56,2004-08-07,Female,33,25,Senior Developer,Property
11196,21,1673,2017-04-01,true,Approved,Solex,Standard,medium,large,1071.23,380.74,690.49,1993-05-26,Female,45,46,Professor,Financial Services
11197,3,1472,2017-06-08,false,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1702.55,2012-09-15,Female,3,61,Environmental Specialist,Financial Services
11198,99,2102,2017-11-15,false,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,456.45,1994-08-10,Male,80,49,Senior Editor,
11199,10,3225,2017-11-20,false,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1103.43,2014-03-03,Male,19,45,Chief Design Engineer,Health
11200,76,1864,2017-09-14,false,Approved,WeareA2B,Standard,low,medium,642.31,513.85,128.46,2014-10-10,Female,45,65,Senior Quality Engineer,Retail
11201,72,2859,2017-03-09,true,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,771.12,2015-10-18,Female,98,31,Assistant Professor,Argiculture
11202,41,2141,2017-10-15,false,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,209.84,1993-10-02,Female,50,60,Programmer I,Financial Services
11203,13,2811,2017-05-30,true,Approved,Solex,Standard,medium,medium,1163.89,589.27,574.62,2016-07-09,Female,29,48,Internal Auditor,Property
11204,25,2887,2017-03-04,true,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,802.26,1991-01-21,Male,42,51,Speech Pathologist,Financial Services
11205,81,2680,2017-06-27,false,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,64.51,1993-04-20,Female,0,66,Financial Analyst,Financial Services
11206,13,1004,2017-06-10,true,Approved,Solex,Standard,medium,medium,1577.53,826.51,751.02,2011-03-16,Male,35,50,Business Systems Development Analyst,IT
11207,93,70,2017-12-26,true,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,834.94,2000-11-03,Male,78,32,Paralegal,Financial Services
11208,60,2344,2017-05-23,true,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,217.51,2005-10-22,Male,93,32,Nurse,Financial Services
11209,2,3430,2017-04-07,true,Approved,Solex,Standard,medium,medium,71.49,53.62,17.87,1991-11-07,Male,77,61,Research Nurse,Health
11210,4,1808,2017-01-10,false,Approved,Solex,Standard,medium,medium,1483.2,99.59,1383.61,2004-08-17,Male,98,59,Information Systems Manager,Retail
11211,33,604,2017-05-02,true,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,144.26,1992-10-11,Female,72,27,Help Desk Operator,IT
11212,74,763,2017-08-16,false,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,827.16,2000-05-22,Female,95,37,Computer Systems Analyst IV,Manufacturing
11213,66,1948,2017-05-07,true,Approved,Giant Bicycles,Road,low,small,590.26,525.33,64.93,2010-11-05,Female,30,61,NULL,Entertainment
11214,99,3160,2017-11-08,false,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,456.45,1994-08-10,Male,87,47,Mechanical Systems Engineer,IT
11215,76,3314,2017-05-20,false,Approved,WeareA2B,Standard,low,medium,642.31,513.85,128.46,2013-09-16,Female,50,52,NULL,Financial Services
11216,80,1327,2017-05-29,true,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,139.23,1997-01-25,Female,57,29,Director of Sales,Property
11217,20,1361,2017-09-19,false,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,195.34,2010-05-05,Male,56,60,Professor,Manufacturing
11218,91,2148,2017-08-15,true,Approved,Solex,Standard,medium,medium,100.35,75.26,25.09,2000-11-03,Female,78,36,Engineer I,Manufacturing
11220,49,1792,2017-02-25,true,Cancelled,Trek Bicycles,Road,medium,medium,533.51,400.13,133.38,2012-06-04,Male,1,37,NULL,Financial Services
11221,37,2064,2017-07-03,false,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1544.61,2006-02-02,Male,99,56,VP Marketing,Health
11222,95,3437,2017-03-28,false,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,139.23,1997-01-25,Male,79,61,VP Marketing,Retail
11223,90,1909,2017-10-16,false,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,72.6,1999-07-26,Female,32,40,Research Assistant II,Argiculture
11224,0,1094,2017-04-12,false,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,15.08,1993-07-15,Male,48,49,Dental Hygienist,Health
11225,3,2070,2017-02-16,true,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1702.55,2006-05-22,Female,0,43,Recruiting Manager,
11226,39,3401,2017-10-25,true,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1230.27,2007-12-11,Female,92,31,Tax Accountant,Telecommunications
11227,40,18,2017-07-05,true,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,583.27,2006-02-02,Female,79,58,Professor,
11228,1,1695,2017-08-01,true,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,1010.02,2015-08-10,Female,11,34,Environmental Specialist,
